id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1300309535698096128,1300309535698096128,"2020-08-31 07:48:46 Paris, Madrid (heure d’été)",2020-08-31,07:48:46,+0200,72568426,versace,VERSACE,,#Maluma arrives to the MTV Video Music Awards in bespoke #AtelierVersace tailoring with Medusa details. #VersaceCelebrities #VMAs  https://t.co/qr1j1R3hhY,en,[],[],['https://pbs.twimg.com/media/EgugoTRWAAExq5t.jpg'],6,46,476,"['maluma', 'atelierversace', 'versacecelebrities', 'vmas']",[],https://twitter.com/Versace/status/1300309535698096128,False,,1,https://pbs.twimg.com/media/EgugoTRWAAExq5t.jpg,,,,,,,[],,,,
1299631539848912898,1299631539848912898,"2020-08-29 10:54:39 Paris, Madrid (heure d’été)",2020-08-29,10:54:39,+0200,72568426,versace,VERSACE,,"The news of Chadwick passing has devasted us all. Like a true hero he fought his battle to the end and never stopped gifting us his incredible talent.  He was a king in real life and on screen, the world will miss him dearly. RIP #ChadwickBoseman  https://t.co/xccofXeu38",en,[],[],['https://pbs.twimg.com/media/Egk3_wUXYAIYwSt.jpg'],26,656,5268,['chadwickboseman'],[],https://twitter.com/Versace/status/1299631539848912898,False,,1,https://pbs.twimg.com/media/Egk3_wUXYAIYwSt.jpg,,,,,,,[],,,,
1299435088472670208,1299435088472670208,"2020-08-28 21:54:02 Paris, Madrid (heure d’été)",2020-08-28,21:54:02,+0200,72568426,versace,VERSACE,,Strides ahead - view the #VersaceFall20 collection for kids:  https://t.co/jcsr9bCXT1  https://t.co/d8PCu1jnz4,en,[],['http://e-versace.com/children'],['https://pbs.twimg.com/media/EgiFUwZXsAA0m66.jpg'],3,33,291,['versacefall20'],[],https://twitter.com/Versace/status/1299435088472670208,False,,1,https://pbs.twimg.com/media/EgiFUwZXsAA0m66.jpg,,,,,,,[],,,,
1299021737439506436,1299021737439506436,"2020-08-27 18:31:31 Paris, Madrid (heure d’été)",2020-08-27,18:31:31,+0200,72568426,versace,VERSACE,,First bloom - the new #VersaceFall20 children’s collection.   See more:  https://t.co/jcsr9bCXT1  https://t.co/tW53zjMEvH,en,[],['http://e-versace.com/children'],['https://pbs.twimg.com/media/EgcNYgIXYAAulEO.jpg'],2,29,202,['versacefall20'],[],https://twitter.com/Versace/status/1299021737439506436,False,,1,https://pbs.twimg.com/media/EgcNYgIXYAAulEO.jpg,,,,,,,[],,,,
1297254223650983936,1297254223650983936,"2020-08-22 21:28:03 Paris, Madrid (heure d’été)",2020-08-22,21:28:03,+0200,72568426,versace,VERSACE,,"Back in a Flash - stay tuned for the second drop of the #VersaceFlash21 Collection, coming later this year.   Shop the teaser capsule now:  https://t.co/n7bUgXK8He  Photography: Arnaud Lajeunie  https://t.co/7jLeJ5y6xl",en,[],['http://e-versace.com/flash'],['https://pbs.twimg.com/media/EgDFy3oWAAIXTWU.jpg'],7,68,430,['versaceflash21'],[],https://twitter.com/Versace/status/1297254223650983936,False,,1,https://pbs.twimg.com/media/EgDFy3oWAAIXTWU.jpg,,,,,,,[],,,,
1296744950600740864,1296744950600740864,"2020-08-21 11:44:23 Paris, Madrid (heure d’été)",2020-08-21,11:44:23,+0200,72568426,versace,VERSACE,,Summer soundtrack - British rapper @ajtracey wears a head-to-toe denim look in a sleek python print.   Shop the #VersaceFlash21 designs for him and her:  https://t.co/n7bUgXK8He  Photography: Arnaud Lajeunie  https://t.co/lcWWHA8Ks4,en,"[{'screen_name': 'ajtracey', 'name': 'aj', 'id': '318056870'}]",['http://e-versace.com/flash'],['https://pbs.twimg.com/media/Ef72jCnX0AA4o-3.jpg'],9,36,271,['versaceflash21'],[],https://twitter.com/Versace/status/1296744950600740864,False,,1,https://pbs.twimg.com/media/Ef72jCnX0AA4o-3.jpg,,,,,,,[],,,,
1296518029254303744,1296518029254303744,"2020-08-20 20:42:40 Paris, Madrid (heure d’été)",2020-08-20,20:42:40,+0200,72568426,versace,VERSACE,,Flash forward - dresses for summer nights.   Explore the #VersaceFlash21 Collection:  https://t.co/n7bUgXK8He  Photography: Arnaud Lajeunie  https://t.co/kWeAL9CynS,en,[],['http://e-versace.com/flash'],['https://pbs.twimg.com/media/Ef4oRL9WoAETTBl.jpg'],4,45,362,['versaceflash21'],[],https://twitter.com/Versace/status/1296518029254303744,False,,1,https://pbs.twimg.com/media/Ef4oRL9WoAETTBl.jpg,,,,,,,[],,,,
1296132864149458950,1296132864149458950,"2020-08-19 19:12:10 Paris, Madrid (heure d’été)",2020-08-19,19:12:10,+0200,72568426,versace,VERSACE,,Future-focused - eyewear and beach-ready styles for summer feature in the #VersaceFlash21 Collection.   View all the new designs:  https://t.co/n7bUgXK8He  Photography: Arnaud Lajeunie  https://t.co/sCjYEcy651,en,[],['http://e-versace.com/flash'],['https://pbs.twimg.com/media/EfzJ603WoAAW7GQ.jpg'],5,54,385,['versaceflash21'],[],https://twitter.com/Versace/status/1296132864149458950,False,,1,https://pbs.twimg.com/media/EfzJ603WoAAW7GQ.jpg,,,,,,,[],,,,
1295697297792270337,1295697297792270337,"2020-08-18 14:21:23 Paris, Madrid (heure d’été)",2020-08-18,14:21:23,+0200,72568426,versace,VERSACE,,"Medusa, amplified - #VersaceFlash21 is inspired by music and the artists that shape our culture.   Shop the new styles:  https://t.co/n7bUgXK8He  Photography: Arnaud Lajeunie  https://t.co/pDXAWyt9g6",en,[],['http://e-versace.com/flash'],['https://pbs.twimg.com/media/Efs9xtPXkAARImJ.jpg'],9,60,443,['versaceflash21'],[],https://twitter.com/Versace/status/1295697297792270337,False,,1,https://pbs.twimg.com/media/Efs9xtPXkAARImJ.jpg,,,,,,,[],,,,
1295377265736458240,1295377265736458240,"2020-08-17 17:09:41 Paris, Madrid (heure d’été)",2020-08-17,17:09:41,+0200,72568426,versace,VERSACE,,Fresh off the press - the first drop of the new #VersaceFlash21 Collection has officially launched.   Shop the styles seen on @ajtracey:  https://t.co/n7bUgXK8He  Photography: Arnaud Lajeunie Illustration by Sketch Sesh  https://t.co/5R7uWa5eK2,en,"[{'screen_name': 'ajtracey', 'name': 'aj', 'id': '318056870'}]",['http://e-versace.com/flash'],"['https://pbs.twimg.com/media/EfoaijWXYAEVPat.jpg', 'https://pbs.twimg.com/media/EfoaijWWoAICaE1.jpg']",8,55,394,['versaceflash21'],[],https://twitter.com/Versace/status/1295377265736458240,False,,1,https://pbs.twimg.com/media/EfoaijWXYAEVPat.jpg,,,,,,,[],,,,
